,r,epsilon,SSR
0,0.00029015200484758057,0.04716986970383863,inf
1,0.0008864755756465101,0.07047946424537033,4670991.965833347
2,0.001031325712893458,0.04661966781711309,5239584.894784922
3,0.00024600139452444364,0.09006653780192432,3801303.5298324106
4,2.3932709700369484e-14,0.07144190444689723,5065102.722300621
